QID,page id,item,wiki db,category,Unnamed: 5
Q1193243,7200857,"Хафтон, Джон",ruwiki,Human,False
Q2029605,8364890,"Херринг, Джамель",ruwiki,Human,False
Q6438398,5179627,"Хивью, Кристофер",ruwiki,Human,False
Q19663167,6560365,"Хилд, Бадди",ruwiki,Human,False
Q3390432,8301631,"Хоанет, Бенито",ruwiki,Human,False
Q968498,3332161,"Холт, Гэри",ruwiki,Human,False
Q3857269,8297909,"Хонес, Мигель",ruwiki,Human,False
Q588067,4431637,"Хорлер, Натали",ruwiki,Human,False
Q26211997,6581829,"Хорн, Яннес",ruwiki,Human,False
Q83493517,8230671,Хронология распространения COVID-19,ruwiki,Others,False
Q87406428,8276545,Хронология распространения COVID-19 в странах Американского региона,ruwiki,Region,False
Q86458103,8276549,Хронология распространения COVID-19 в странах Европейского региона,ruwiki,Region,False
Q451302,1339073,"Хусейн, Нур Хасан",ruwiki,Human,False
Q478161,6282459,"Хэнкок, Мэттью",ruwiki,Human,False
Q2263,173872,"Хэнкс, Том",ruwiki,Human,False
Q51846167,8235804,"Хюберс, Тимо",ruwiki,Human,False
Q43274,215633,"Чарльз, принц Уэльский",ruwiki,Human,False
Q1093350,1339836,"Челант, Джермано",ruwiki,Human,False
Q9096750,8185354,Чжун Наньшань,ruwiki,Human,False
Q17266671,7935868,"Чирио, Альберто",ruwiki,Human,False
Q31451910,8355895,"Чолпонбаев, Мукар Шалтакович",ruwiki,Human,False
Q14905846,5268371,"Чорич, Борна",ruwiki,Human,False
Q465470,4702516,"Шабаль, Себастьен",ruwiki,Human,False
Q107249,2196123,"Шалуб, Тони",ruwiki,Human,False
Q17372415,7713226,"Шахов, Сергей Владимирович",ruwiki,Human,False
Q1287976,6910383,"Шигмонд, Юлия",ruwiki,Human,False
Q2824007,8328587,"Шлезингер, Адам",ruwiki,Human,False
Q28032204,8295372,"Штрек, Хендрик",ruwiki,Human,False
Q738196,6929300,"Эбтекар, Масумех",ruwiki,Human,False
Q7614463,6589179,"Эвери, Стивен",ruwiki,Human,False
Q371652,1325880,"Экдаль, Альбин",ruwiki,Human,False
Q342604,3152899,"Эльба, Идрис",ruwiki,Human,False
Q318991,4198637,"Эльмалех, Гад",ruwiki,Human,False
Q13605936,5645951,"Эннис, Джеймс",ruwiki,Human,False
Q5951723,4798491,"Эрнандес, Хуан Орландо",ruwiki,Human,False
Q271933,1733560,"Юинг, Патрик",ruwiki,Human,False
Q7818846,5373876,"Юрич, Томи",ruwiki,Human,False
Q9139694,5702620,"Ярубас, Адам",ruwiki,Human,False
